,hotel_name,price_euros,rating,num_reviews,quality_over_5,quality_type,neighborhood,description
6243,Arte y lujo en el corazón del Barrio de Salamanca,1276.0,6.0,3.0,,,"Salamanca, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
6244,Apto Centro Aeropuerto Feria Wizink,729.0,7.0,3.0,3.0,squares,"Ciudad Lineal, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
6245,2 bedrooms 2 bathrooms furnished - Malasaña - Bright Stylish - MintyStay,1537.0,7.7,48.0,3.0,squares,"Madrid City Center, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 70m²
2 full beds
Free cancellation"
6246,Modern Duplex-2Bedrooms 1.5Baths-Delicias,1171.0,7.2,8.0,3.0,squares,"Arganzuela, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 65m²
3 beds (1 twin, 1 full, 1 sofa bed)
Free cancellation"
6247,MH Apartments Central Madrid,1767.0,8.9,1745.0,4.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 55m²
3 beds (2 twins, 1 sofa bed)
Free cancellation"
6248,"URSO Hotel & Spa, a Small Luxury Hotel of the World",2748.0,9.0,583.0,5.0,stars,"Madrid City Center, Madrid","Double or Twin Room
Multiple bed types"
6249,BRIGHT FLAT Parking/Wanda Metropolitano/Airport,1484.0,7.5,32.0,3.0,squares,"San Blas, Madrid","Three-Bedroom Apartment
4 beds (2 twins, 2 fulls)
Free cancellation
Only 1 left at this price on our site"
6250,For You Rentals Moderno y Elegante piso en Argüelles JAM30 Temporal,1019.0,,,4.0,squares,"Moncloa-Aravaca, Madrid","Two-Bedroom Apartment
Entire apartment • 1 bedroom • 2 bathrooms • 1 kitchen • 80m²
1 full bed"
6251,Canillas - Mintystay Apartments 2,1592.0,8.4,25.0,4.0,squares,"Chamartín, Madrid","Two-Room Apartment
Entire apartment • 2 bedrooms • 3 living rooms • 2 bathrooms • 1 kitchen • 60m²
3 beds (1 twin, 1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
6252,Posada del León de Oro Boutique Hotel,1542.0,9.0,1944.0,4.0,stars,"Madrid City Center, Madrid","Double Room
1 full bed
Free cancellation
Only 3 rooms left at this price on our site"
6253,Fancy One-bedroom La Latina,868.0,6.9,24.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 kitchen • 47m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
6254,Eurostars Monte Real,855.0,8.7,2576.0,4.0,stars,"Fuencarral-El Pardo, Madrid","Double Room
Beds: 1 double or 2 twins"
6255,Apartamento de Lujo - A 10 minutos del centro,1715.0,9.6,9.0,4.0,squares,"Arganzuela, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 75m²
2 beds (1 full, 1 sofa bed)"
6256,Apartamento centrico y comodo Preciados,933.0,7.6,27.0,3.0,squares,"Madrid City Center, Madrid","Deluxe Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
2 beds (1 full, 1 sofa bed)"
6257,Charming Madrid Delicias III,670.0,6.9,15.0,3.0,squares,"Arganzuela, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 35m²
2 beds (1 twin, 1 full)"
6258,Lucero Madrid,919.0,7.8,79.0,3.0,squares,"Latina, Madrid","Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 75m²
5 beds (3 twins, 1 full, 1 sofa bed)
Only 1 left at this price on our site"
6259,"Círculo Gran Vía, Autograph Collection (Adults Only)",2609.0,9.0,78.0,4.0,stars,"Madrid City Center, Madrid","King Room
1 king bed
Only 5 rooms left at this price on our site"
6260,Moderno apartamento en el centro by beBalmy,936.0,,,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 38m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
6261,Palacio de los Duques Gran Meliá - The Leading Hotels of the World,2729.0,9.1,1341.0,5.0,stars,"Madrid City Center, Madrid","Classic Double Room
1 queen bed
Only 5 rooms left at this price on our site"
6262,Acogedor estudio en Arturo Soria MD-Anderson E2,627.0,4.9,6.0,,,"Ciudad Lineal, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
6263,Numa I Goya Apartments,1217.0,8.5,252.0,4.0,stars,"Salamanca, Madrid","Standard Studio
Entire studio • 1 bathroom • 20m²
1 full bed
Only 1 left at this price on our site"
6264,Sonder Malasaña,1737.0,9.0,849.0,4.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 47m²
2 beds (1 king, 1 sofa bed)
Only 1 left at this price on our site"
6265,BNBHolder Charming & Stylish CHUECA,1496.0,8.8,52.0,4.0,squares,"Madrid City Center, Madrid","Deluxe Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 40m²
1 full bed"
6266,Centro Aeropuerto Wizink Feria Bernabeu,807.0,8.5,30.0,3.0,squares,"Ciudad Lineal, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
6267,Exclusivo piso en el centro - 2,1484.0,9.0,1.0,4.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
6268,Hyatt Regency Madrid Residences,2352.0,8.4,147.0,5.0,stars,"Salamanca, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 kitchen • 68m²
2 beds (1 king, 1 sofa bed)
Only 1 left at this price on our site"
6269,Aparsol Apartments,1428.0,7.6,1613.0,3.0,squares,"Madrid City Center, Madrid","Studio
Entire studio • 1 bathroom • 30m²
2 beds (1 full, 1 bunk bed)
Only 1 left at this price on our site"
6270,GAC28 Piso Amplio Chamberi,590.0,1.0,1.0,3.0,squares,"Chamberi, Madrid","One-Bedroom Apartment
3 beds (1 twin, 1 full, 1 sofa bed)
Free cancellation
No prepayment needed – pay at the property"
6271,Aloft Madrid Gran Via,2049.0,8.6,195.0,4.0,stars,"Madrid City Center, Madrid","Aloft Queen Room
1 queen bed
Only 5 rooms left at this price on our site"
6272,5 Calle Álamo,2245.0,,,,,"Madrid City Center, Madrid","Apartment
Entire apartment • 3 bedrooms • 2 bathrooms • 1 kitchen • 85m²
4 beds (2 twins, 1 full, 1 sofa bed)"
6273,SabiaNatura - boutiqueMadrid,953.0,7.8,1966.0,,,"Madrid City Center, Madrid","Double Room
1 queen bed
Only 1 room left at this price on our site"
6274,NH Madrid Principe de Vergara,1492.0,8.5,2169.0,4.0,stars,"Salamanca, Madrid","Standard Double or Twin Room
Beds: 1 double or 2 twins"
6275,Rooms Mediavilla,313.0,5.9,400.0,,,"Puente de Vallecas, Madrid","Deluxe Room
1 full bed
Free cancellation
Only 5 rooms left at this price on our site"
6276,"The Westin Palace, Madrid",4439.0,8.1,886.0,5.0,stars,"Madrid City Center, Madrid","Premium Guest room with 1 King Bed, Street View
1 king bed
Only 5 rooms left at this price on our site"
6277,Alfonso XIII Apartments 1,633.0,6.8,38.0,3.0,squares,"Chamartín, Madrid","One-Bedroom Apartment
Entire studio • 1 bathroom • 15m²
1 full bed
Free cancellation"
6278,Pop-Zen Penthouse Madrid,2328.0,9.7,22.0,4.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 120m²
1 queen bed
Free cancellation"
6279,BNBHolder Rustic & Colorful SOL,1181.0,7.9,66.0,3.0,squares,"Madrid City Center, Madrid","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 40m²
1 full bed
Only 1 left at this price on our site"
6280,Apartamentos Principe 7,1720.0,8.6,3436.0,3.0,squares,"Madrid City Center, Madrid","Standard One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
6281,Madrid Live Coworking - SELF SERVICE -,726.0,7.6,407.0,3.0,squares,"Latina, Madrid","Double Room
1 full bed"
6282,Sonder Santa Ana,1644.0,8.6,1980.0,3.0,squares,"Madrid City Center, Madrid","Studio Apartment with Queen Bed
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 25m²
1 queen bed
Only 1 left at this price on our site"
6283,Apartamento entero Junto a Cuatro Caminos con licencia del Ayto de Madrid,795.0,6.6,8.0,3.0,squares,"Tetuan, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
6284,Modern apartment-2Bedrooms 1Bath-Cuatro Caminos,1405.0,7.6,20.0,3.0,squares,"Tetuan, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 70m²
3 beds (1 twin, 1 full, 1 sofa bed)
Free cancellation"
6285,Tranquil loft in Bernabéu,1029.0,,,,,"Chamartín, Madrid","Two-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
6286,Apartamento Carlos-1,1475.0,8.8,65.0,3.0,squares,"Ciudad Lineal, Madrid","Apartment
Entire apartment • 3 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 80m²
3 beds (2 twins, 1 full)
Only 1 left at this price on our site"
6287,Apartamento de Diseño Puerta del Sol,825.0,7.4,28.0,3.0,squares,"Madrid City Center, Madrid","Studio
Entire studio • 1 bathroom • 1 kitchen • 35m²
1 full bed"
6288,60 Balconies Iconic,1846.0,9.0,1374.0,4.0,squares,"Madrid City Center, Madrid","Studio with Terrace
Entire studio • 1 bathroom • 1 kitchen • 31m²
1 full bed
Only 1 left at this price on our site"
6289,Apartamento estudio con baño privado en el centro de Madrid,814.0,,,,,"Latina, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
6290,Echegaray en Madrid,1286.0,7.7,390.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 2 bathrooms • 1 kitchen • 75m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
6291,"El Autor Hotel, Madrid, Autograph Collection",2811.0,10.0,1.0,5.0,stars,"Madrid City Center, Madrid","Deluxe King Room
1 king bed
Only 5 rooms left at this price on our site"
6292,2 bedrooms 1 bathroom furnished - Las Letras - Bright - MintyStay,1658.0,7.5,28.0,3.0,squares,"Madrid City Center, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 60m²
2 full beds
Free cancellation"
6293,1 bed Madrid Rio-Carabanchel,1126.0,,,3.0,squares,"Carabanchel, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
6294,Debod Hostel,353.0,8.0,940.0,,,"Moncloa-Aravaca, Madrid","Bunk Bed in Mixed Dormitory Room
Bed in dorm
1 full bed
Only 2 beds left at this price on our site"
6295,Velvet Stay Malasaña,1231.0,10.0,1.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
1 full bed
Free cancellation"
6296,Madrid Total Access Apt 4 person,941.0,,,4.0,squares,"Tetuan, Madrid","One-Bedroom Apartment
2 beds (1 king, 1 sofa bed)
Free cancellation"
6297,VR OBREGON APARTMENTS,1282.0,8.9,355.0,3.0,squares,"Arganzuela, Madrid","Studio
Entire studio • 1 bathroom • 1 kitchen • 27m²
3 beds (2 twins, 1 queen)
Free cancellation"
6298,Palacete de la Almudayna,835.0,7.1,312.0,3.0,squares,"Chamberi, Madrid","Double Room
1 full bed"
6299,La Residencia de Barceló,854.0,5.7,50.0,,,"Madrid City Center, Madrid","Deluxe Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 30m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site"
6300,Madrid javalambre 3,776.0,,,3.0,squares,"Puente de Vallecas, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 35m²
1 full bed
Free cancellation"
6301,60 Balconies Design,2661.0,9.2,353.0,4.0,squares,"Madrid City Center, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 96m²
4 beds (2 twins, 1 sofa bed, 1 queen)
Only 1 left at this price on our site"
6302,Vallecas Suites by Olala Homes,857.0,8.1,540.0,3.0,squares,"Puente de Vallecas, Madrid","Double Room
1 full bed
Only 5 rooms left at this price on our site"
6303,HOSTAL ANDREA GRANVIA,1227.0,8.5,699.0,3.0,squares,"Madrid City Center, Madrid","Double Room
1 full bed
Free cancellation
Only 6 rooms left at this price on our site"
6304,New Point Opera,2181.0,9.0,2892.0,4.0,squares,"Madrid City Center, Madrid","Penthouse Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 50m²
3 beds (2 twins, 1 sofa bed)
Only 1 left at this price on our site"
6305,Aeropuerto Madrid Wanda,795.0,8.6,11.0,3.0,squares,"San Blas, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
6306,"Hotel Palacio del Retiro, Autograph Collection",3036.0,9.0,60.0,5.0,stars,"Retiro, Madrid","Deluxe King
1 king bed
Only 5 rooms left at this price on our site"
6307,Hostal Casa Boutique,1197.0,7.1,590.0,,,"Madrid City Center, Madrid","Double Room
1 queen bed
Only 2 left at this price on our site"
6308,Hoom Apartments Juan Bravo,1588.0,8.5,894.0,4.0,squares,"Salamanca, Madrid","Studio Standard
2 beds (1 sofa bed, 1 queen)
Free cancellation"
6309,Hostal Avenida Barajas,690.0,8.3,3901.0,3.0,stars,"Barajas, Madrid","Twin Room
2 twin beds
Free cancellation
Only 2 rooms left at this price on our site"
6310,Hello Madrid,1912.0,7.7,284.0,,,"Hortaleza, Madrid","Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 1 bathroom • 1 kitchen • 61m²
5 beds (3 twins, 2 fulls)
Only 1 left at this price on our site"
6311,Modern and bright- 1Bd 1Bth- Marqués de Santa Ana,1342.0,7.6,5.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 60m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
6312,Amazing apartment-3Bedrooms 3Bathrooms-Lavapiés,2608.0,7.9,15.0,3.0,squares,"Madrid City Center, Madrid","Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 3 bathrooms • 1 kitchen • 100m²
5 beds (3 twins, 2 fulls)
Free cancellation"
6313,Los herradores de San Miguel,911.0,6.3,12.0,3.0,squares,"Madrid City Center, Madrid","Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 30m²
2 beds (1 full, 1 sofa bed)
Free cancellation
Only 2 left at this price on our site"
6314,Casa Faraona Luxury Residences,3016.0,9.5,49.0,4.0,squares,"Salamanca, Madrid","Superior Apartment
Entire apartment • 1 bedroom • 1 bathroom • 40m²
1 king bed
Breakfast included
Only 1 left at this price on our site"
6315,Apartamentos Centro Jardines,1033.0,8.3,1495.0,3.0,squares,"Madrid City Center, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 bathroom • 25m²
2 twin beds
Only 3 left at this price on our site"
6316,Apartamentos Madrid Atocha,702.0,7.1,2768.0,3.0,squares,"Madrid City Center, Madrid","Studio
Entire studio • 1 bathroom • 20m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
6317,Charming Puerta del Sol,960.0,7.9,74.0,3.0,squares,"Madrid City Center, Madrid","Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 30m²
1 full bed"
6318,Centric Creative Rooms,705.0,6.5,118.0,3.0,squares,"Madrid City Center, Madrid","Standard Queen Room
1 full bed
Free cancellation
Only 1 room left at this price on our site"
6319,Precioso Apartamento cerca de la Puerta Del Sol,1671.0,9.5,48.0,4.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 49m²
2 beds (1 sofa bed, 1 queen)
Free cancellation"
6320,Real Beds Madrid,999.0,7.9,1474.0,,,"Chamartín, Madrid","Double or Twin Room with Private Bathroom
Beds: 1 double or 2 twins
Breakfast included
Only 7 rooms left at this price on our site"
6321,Color Apartments by Olala Homes,1069.0,8.4,674.0,3.0,squares,"Puente de Vallecas, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 38m²
2 beds (1 full, 1 sofa bed)
Only 5 left at this price on our site"
6322,MyHouseSpain - Con parking junto a IFEMA y Barajas,859.0,8.5,4.0,,,"San Blas, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
6323,Apartamentos EconoStay Callao,926.0,,,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 20m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
6324,Smartr Madrid Gran Via Apartments,3030.0,9.1,1287.0,4.0,squares,"Madrid City Center, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 63m²
3 beds (2 fulls, 1 sofa bed)
Only 3 left at this price on our site"
6325,Iriarte en Madrid,1029.0,7.7,203.0,3.0,squares,"Salamanca, Madrid","Studio Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 25m²
2 beds (1 full, 1 sofa bed)
Only 1 left at this price on our site"
6326,Global Home-Pico Cebollera,1098.0,8.3,38.0,3.0,squares,"Puente de Vallecas, Madrid","Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 64m²
2 full beds
Free cancellation"
6327,Exyca Castellana,743.0,6.8,34.0,3.0,squares,"Chamartín, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
6328,Occidental Castellana Norte,830.0,8.6,1627.0,4.0,stars,"Hortaleza, Madrid","Double or Twin Room (2 Adults)
Multiple bed types
Only 5 rooms left at this price on our site"
6329,Bonito apartamento en Madrid centro,1219.0,6.0,1.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
6330,BNBHolder Boutique SOL,1011.0,7.5,423.0,3.0,squares,"Madrid City Center, Madrid","Budget Double Room
1 full bed
Only 1 room left at this price on our site"
6331,NODIS MADRID POZUELO,1010.0,7.8,253.0,1.0,stars,Madrid,"Double Room with Terrace
2 twin beds
Free cancellation"
6332,Cozy Apartment Cueca Cibeles Pta de Sol Gran Via,934.0,4.0,1.0,,,"Madrid City Center, Madrid","One-Bedroom Apartment
1 queen bed
Free cancellation"
6333,"Stylish 3-Bedroom Apartment in the Heart of Barrio Salamanca Perfect for Shopping & Leisure, Castello IV",2892.0,8.3,3.0,4.0,squares,"Salamanca, Madrid","Apartment
Entire apartment • 3 bedrooms • 2 bathrooms • 1 kitchen • 109m²
4 beds (3 twins, 1 queen)"
6334,Uma Suites Atocha,1201.0,8.6,1367.0,3.0,squares,"Madrid City Center, Madrid","Double Room with Balcony
1 queen bed
Only 1 room left at this price on our site"
6335,"Guernica Luxury Duplex - Location, Light, and Art",1232.0,7.6,15.0,3.0,squares,"Salamanca, Madrid","One-Bedroom Apartment
2 beds (1 full, 1 sofa bed)
Free cancellation"
6336,BNBHolder Apartamentos en Sol Superior 1,1590.0,8.3,28.0,3.0,squares,"Madrid City Center, Madrid","One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
2 beds (1 full, 1 sofa bed)
Free cancellation"
